ensembl_id	gene_name	uniprot_id
ENSG00000275237	KIR2DL4	A0A0G2JMV5
ENSG00000275237	KIR2DL4	A0A0G2JPS9
ENSG00000275237	KIR2DL4	A0A0G2JLM4
ENSG00000275237	KIR2DL4	A0A0G2JPN7
ENSG00000275237	KIR2DL4	A0A0G2JLM0
ENSG00000275237	KIR2DL4	A0A0G2JMF5
ENSG00000275237	KIR2DL4	A0A0G2JP28
ENSG00000275237	KIR2DL4	A0A0G2JMD1
ENSG00000275237	KIR2DL4	A0A0G2JNG7
ENSG00000275237	KIR2DL4	A0A0G2JNK6
ENSG00000275237	KIR2DL4	A0A376A929
ENSG00000275237	KIR2DL4	A0A0G2JPG6
ENSG00000275237	KIR2DL4	A0A0G2JPE3
ENSG00000275237	KIR2DL4	A0A0G2JNE8
ENSG00000275237	KIR2DL4	K7RE46
ENSG00000275237	KIR2DL4	Q8N736
ENSG00000275237	KIR2DL4	A0A376A8K3
ENSG00000275237	KIR2DL4	A0A0G2JNI1
ENSG00000275237	KIR2DL4	Q86U48
ENSG00000275237	KIR2DL4	A0A0B4J1S6
ENSG00000275237	KIR2DL4	A0A0G2JQ39
ENSG00000275237	KIR2DL4	E7EST5
ENSG00000275237	KIR2DL4	A0A0G2JQ13
ENSG00000275237	KIR2DL4	A0A0G2JN69
ENSG00000275237	KIR2DL4	K7QUT1
ENSG00000275237	KIR2DL4	A0A0G2JMQ9
ENSG00000275237	KIR2DL4	A0A0G2JLN0
ENSG00000276858	FCAR	A0A0G2JPZ4
ENSG00000276858	FCAR	A0A0G2JM53
ENSG00000276858	FCAR	A0A0G2JPZ0
ENSG00000276858	FCAR	A0A0G2JNH4
ENSG00000276858	FCAR	A0A0G2JM28
ENSG00000276858	FCAR	A0A0G2JLU6
ENSG00000276858	FCAR	A0A024R4R4
ENSG00000276858	FCAR	P24071
ENSG00000276858	FCAR	A0A024R4N4
ENSG00000276858	FCAR	A0A024R4M5
ENSG00000276858	FCAR	A0A0G2JM27
ENSG00000276858	FCAR	A0A0G2JNS3
ENSG00000276858	FCAR	A0A0G2JPP7
ENSG00000276858	FCAR	A0A0G2JP11
ENSG00000277044	OPRL1	A0A5F9ZI64
ENSG00000277044	OPRL1	P41146
ENSG00000276423	KIR3DL1	A0A1W2PRK8
ENSG00000276423	KIR3DL1	A0A0G2JM22
ENSG00000276423	KIR3DL1	C4N360
ENSG00000276423	KIR3DL1	A0A1W2PPW5
ENSG00000276423	KIR3DL1	P43629
ENSG00000276423	KIR3DL1	A0A0G2JNM4
ENSG00000276423	KIR3DL1	A0A1W2PP93
ENSG00000276423	KIR3DL1	A0A0C4ZLQ8
ENSG00000276423	KIR3DL1	A0A1W2PS07
ENSG00000276423	KIR3DL1	A0A1W2PQC9
ENSG00000276423	KIR3DL1	A0A0G2JPH7
ENSG00000276423	KIR3DL1	A0A0G2JN48
ENSG00000276423	KIR3DL1	A0A0G2JMK7
ENSG00000276423	KIR3DL1	A0A1W2PQG9
ENSG00000276423	KIR3DL1	A0A0G2JNF3
ENSG00000276423	KIR3DL1	A0A0G2JPV6
ENSG00000276423	KIR3DL1	A0A0G2JP89
ENSG00000276423	KIR3DL1	A0A1W2PPM9
ENSG00000276423	KIR3DL1	W5QJC1
ENSG00000276423	KIR3DL1	Q6H2G1
ENSG00000276423	KIR3DL1	A0A0G2JNU1
ENSG00000276423	KIR3DL1	A0A0G2JPC2
ENSG00000276423	KIR3DL1	Q5UCE1
ENSG00000276423	KIR3DL1	A0A0G2JN47
ENSG00000276423	KIR3DL1	A0A0G2JLX2
ENSG00000276423	KIR3DL1	E0X074
ENSG00000276423	KIR3DL1	Q15702
ENSG00000276423	KIR3DL1	Q5UCD9
ENSG00000276423	KIR3DL1	A0A1W2PNX4
ENSG00000276423	KIR3DL1	A0A0G2JM66
ENSG00000276423	KIR3DL1	Q5UCD8
ENSG00000276423	KIR3DL1	Q8N152
ENSG00000276423	KIR3DL1	Q8NHK7
ENSG00000276423	KIR3DL1	Q6H2G3
ENSG00000276423	KIR3DL1	A0A0C4ZN31
ENSG00000276423	KIR3DL1	Q5UCE2
ENSG00000277339	NPBWR2	P48146
ENSG00000275717	KIR3DL1	A0A1W2PRK8
ENSG00000275717	KIR3DL1	A0A0G2JM22
ENSG00000275717	KIR3DL1	C4N360
ENSG00000275717	KIR3DL1	A0A1W2PPW5
ENSG00000275717	KIR3DL1	P43629
ENSG00000275717	KIR3DL1	A0A0G2JNM4
ENSG00000275717	KIR3DL1	A0A1W2PP93
ENSG00000275717	KIR3DL1	A0A0C4ZLQ8
ENSG00000275717	KIR3DL1	A0A1W2PS07
ENSG00000275717	KIR3DL1	A0A1W2PQC9
ENSG00000275717	KIR3DL1	A0A0G2JPH7
ENSG00000275717	KIR3DL1	A0A0G2JN48
ENSG00000275717	KIR3DL1	A0A0G2JMK7
ENSG00000275717	KIR3DL1	A0A1W2PQG9
ENSG00000275717	KIR3DL1	A0A0G2JNF3
ENSG00000275717	KIR3DL1	A0A0G2JPV6
ENSG00000275717	KIR3DL1	A0A0G2JP89
ENSG00000275717	KIR3DL1	A0A1W2PPM9
ENSG00000275717	KIR3DL1	W5QJC1
ENSG00000275717	KIR3DL1	Q6H2G1
ENSG00000275717	KIR3DL1	A0A0G2JNU1
ENSG00000275717	KIR3DL1	A0A0G2JPC2
ENSG00000275717	KIR3DL1	Q5UCE1
ENSG00000275717	KIR3DL1	A0A0G2JN47
ENSG00000275717	KIR3DL1	A0A0G2JLX2
ENSG00000275717	KIR3DL1	E0X074
ENSG00000275717	KIR3DL1	Q15702
ENSG00000275717	KIR3DL1	Q5UCD9
ENSG00000275717	KIR3DL1	A0A1W2PNX4
ENSG00000275717	KIR3DL1	A0A0G2JM66
ENSG00000275717	KIR3DL1	Q5UCD8
ENSG00000275717	KIR3DL1	Q8N152
ENSG00000275717	KIR3DL1	Q8NHK7
ENSG00000275717	KIR3DL1	Q6H2G3
ENSG00000275717	KIR3DL1	A0A0C4ZN31
ENSG00000275717	KIR3DL1	Q5UCE2
ENSG00000276676	KIR2DS5	A0A0G2JLQ3
ENSG00000277616	KIR2DL1	A0A0G2JQ35
ENSG00000277616	KIR2DL1	A0A0G2JPY8
ENSG00000277616	KIR2DL1	E7BWR8
ENSG00000277616	KIR2DL1	A0A0G2JQ06
ENSG00000277616	KIR2DL1	A0A0C4ZNX3
ENSG00000277616	KIR2DL1	A0A1W2PRZ1
ENSG00000277616	KIR2DL1	A0A0G2JQ05
ENSG00000277616	KIR2DL1	Q6H2H3
ENSG00000277616	KIR2DL1	A0A0G2JND8
ENSG00000277616	KIR2DL1	Q6H2H2
ENSG00000276518	KIR3DP1	A0A0G2JN09
ENSG00000276518	KIR3DP1	A0A0G2JN01
ENSG00000277317	KIR2DL3	A0A0G2JPP8
ENSG00000277317	KIR2DL3	P43628
ENSG00000277317	KIR2DL3	E3NZD8
ENSG00000277317	KIR2DL3	A0A191URJ0
ENSG00000277317	KIR2DL3	A0A0G2JNW9
ENSG00000277317	KIR2DL3	A0A0C4ZLV8
ENSG00000276258	KIR2DS2	P43631
ENSG00000276258	KIR2DS2	K7R1S5
ENSG00000278152	KIR2DS2	P43631
ENSG00000278152	KIR2DS2	K7R1S5
ENSG00000278152	KIR2DS2	A0A0G2JND2
ENSG00000276876	MYT1	Q01538
ENSG00000276876	MYT1	A0A2R8Y3S5
ENSG00000276876	MYT1	Q6P6D5
ENSG00000276930	KIR3DL3	A0A0B4J1R5
ENSG00000276930	KIR3DL3	Q8N743
ENSG00000276930	KIR3DL3	A0A0G2JNR7
ENSG00000276930	KIR3DL3	A0A7D4XVW4
ENSG00000276930	KIR3DL3	A0A0G2JM20
ENSG00000276930	KIR3DL3	A0A0G2JPI1
ENSG00000276930	KIR3DL3	A0A0G2JQ37
ENSG00000276930	KIR3DL3	A0A0G2JLS9
ENSG00000276930	KIR3DL3	A0A0G2JNJ1
ENSG00000276930	KIR3DL3	A0A0C4ZQX3
ENSG00000276930	KIR3DL3	A0A0G2JNI5
ENSG00000276930	KIR3DL3	A0A0G2JLZ2
ENSG00000276930	KIR3DL3	A0A0G2JN57
ENSG00000276930	KIR3DL3	A0A0G2JPB3
ENSG00000276930	KIR3DL3	A0A191URH1
ENSG00000276930	KIR3DL3	A0A0C4ZR07
ENSG00000276930	KIR3DL3	A0A0C4ZN08
ENSG00000276930	KIR3DL3	A0A0C4ZNX4
ENSG00000276930	KIR3DL3	A0A0G2JMQ2
ENSG00000276930	KIR3DL3	A0A191URG8
ENSG00000276930	KIR3DL3	A0A0G2JM09
ENSG00000275946	KIR2DL5B	B0L653
ENSG00000274189	KIR2DL4	A0A0C4ZNX8
ENSG00000274189	KIR2DL4	A0A0G2JNZ6
ENSG00000274189	KIR2DL4	A0A0G2JMV5
ENSG00000274189	KIR2DL4	A0A0G2JPS9
ENSG00000274189	KIR2DL4	A0A0G2JLM4
ENSG00000274189	KIR2DL4	A0A0G2JPN7
ENSG00000274189	KIR2DL4	A0A0G2JLM0
ENSG00000274189	KIR2DL4	A0A0G2JMF5
ENSG00000274189	KIR2DL4	A0A0G2JP28
ENSG00000274189	KIR2DL4	A0A0G2JMD1
ENSG00000274189	KIR2DL4	A0A0G2JNG7
ENSG00000274189	KIR2DL4	A0A0G2JNK6
ENSG00000274189	KIR2DL4	A0A376A929
ENSG00000274189	KIR2DL4	A0A0G2JPG6
ENSG00000274189	KIR2DL4	A0A0G2JPE3
ENSG00000274189	KIR2DL4	A0A0G2JNE8
ENSG00000274189	KIR2DL4	K7RE46
ENSG00000274189	KIR2DL4	Q8N736
ENSG00000274189	KIR2DL4	A0A376A8K3
ENSG00000274189	KIR2DL4	A0A0G2JNI1
ENSG00000274189	KIR2DL4	Q86U48
ENSG00000274189	KIR2DL4	A0A0B4J1S6
ENSG00000274189	KIR2DL4	A0A0G2JQ39
ENSG00000274189	KIR2DL4	E7EST5
ENSG00000274189	KIR2DL4	A0A0G2JQ13
ENSG00000274189	KIR2DL4	A0A0G2JN69
ENSG00000274189	KIR2DL4	K7QUT1
ENSG00000274189	KIR2DL4	A0A0G2JMQ9
ENSG00000274189	KIR2DL4	A0A0G2JLN0
ENSG00000274948	KIR3DL1	A0A1W2PRK8
ENSG00000274948	KIR3DL1	A0A0G2JM22
ENSG00000274948	KIR3DL1	C4N360
ENSG00000274948	KIR3DL1	A0A1W2PPW5
ENSG00000274948	KIR3DL1	P43629
ENSG00000274948	KIR3DL1	A0A0G2JNM4
ENSG00000274948	KIR3DL1	A0A1W2PP93
ENSG00000274948	KIR3DL1	A0A0C4ZLQ8
ENSG00000274948	KIR3DL1	A0A1W2PS07
ENSG00000274948	KIR3DL1	A0A1W2PQC9
ENSG00000274948	KIR3DL1	A0A0G2JPH7
ENSG00000274948	KIR3DL1	A0A0G2JN48
ENSG00000274948	KIR3DL1	A0A0G2JMK7
ENSG00000274948	KIR3DL1	A0A1W2PQG9
ENSG00000274948	KIR3DL1	A0A0G2JNF3
ENSG00000274948	KIR3DL1	A0A0G2JPV6
ENSG00000274948	KIR3DL1	A0A0G2JP89
ENSG00000274948	KIR3DL1	A0A1W2PPM9
ENSG00000274948	KIR3DL1	W5QJC1
ENSG00000274948	KIR3DL1	Q6H2G1
ENSG00000274948	KIR3DL1	A0A0G2JNU1
ENSG00000274948	KIR3DL1	A0A0G2JPC2
ENSG00000274948	KIR3DL1	Q5UCE1
ENSG00000274948	KIR3DL1	A0A0G2JN47
ENSG00000274948	KIR3DL1	A0A0G2JLX2
ENSG00000274948	KIR3DL1	E0X074
ENSG00000274948	KIR3DL1	Q15702
ENSG00000274948	KIR3DL1	Q5UCD9
ENSG00000274948	KIR3DL1	A0A1W2PNX4
ENSG00000274948	KIR3DL1	A0A0G2JM66
ENSG00000274948	KIR3DL1	Q5UCD8
ENSG00000274948	KIR3DL1	Q8N152
ENSG00000274948	KIR3DL1	Q8NHK7
ENSG00000274948	KIR3DL1	Q6H2G3
ENSG00000274948	KIR3DL1	A0A0C4ZN31
ENSG00000274948	KIR3DL1	Q5UCE2
ENSG00000273775	KIR3DL1	A0A1W2PRK8
ENSG00000273775	KIR3DL1	A0A0G2JM22
ENSG00000273775	KIR3DL1	C4N360
ENSG00000273775	KIR3DL1	A0A1W2PPW5
ENSG00000273775	KIR3DL1	P43629
ENSG00000273775	KIR3DL1	A0A0G2JNM4
ENSG00000273775	KIR3DL1	A0A1W2PP93
ENSG00000273775	KIR3DL1	A0A0C4ZLQ8
ENSG00000273775	KIR3DL1	A0A1W2PS07
ENSG00000273775	KIR3DL1	A0A1W2PQC9
ENSG00000273775	KIR3DL1	A0A0G2JPH7
ENSG00000273775	KIR3DL1	A0A0G2JN48
ENSG00000273775	KIR3DL1	A0A0G2JMK7
ENSG00000273775	KIR3DL1	A0A1W2PQG9
ENSG00000273775	KIR3DL1	A0A0G2JNF3
ENSG00000273775	KIR3DL1	A0A0G2JPV6
ENSG00000273775	KIR3DL1	A0A0G2JP89
ENSG00000273775	KIR3DL1	A0A1W2PPM9
ENSG00000273775	KIR3DL1	W5QJC1
ENSG00000273775	KIR3DL1	Q6H2G1
ENSG00000273775	KIR3DL1	A0A0G2JNU1
ENSG00000273775	KIR3DL1	A0A0G2JPC2
ENSG00000273775	KIR3DL1	Q5UCE1
ENSG00000273775	KIR3DL1	A0A0G2JN47
ENSG00000273775	KIR3DL1	A0A0G2JLX2
ENSG00000273775	KIR3DL1	E0X074
ENSG00000273775	KIR3DL1	Q15702
ENSG00000273775	KIR3DL1	Q5UCD9
ENSG00000273775	KIR3DL1	A0A1W2PNX4
ENSG00000273775	KIR3DL1	A0A0G2JM66
ENSG00000273775	KIR3DL1	Q5UCD8
ENSG00000273775	KIR3DL1	Q8N152
ENSG00000273775	KIR3DL1	Q8NHK7
ENSG00000273775	KIR3DL1	Q6H2G3
ENSG00000273775	KIR3DL1	A0A0C4ZN31
ENSG00000273775	KIR3DL1	Q5UCE2
ENSG00000273510	KIR2DL1	A0A0G2JQ35
ENSG00000273510	KIR2DL1	A0A0G2JPY8
ENSG00000273510	KIR2DL1	E7BWR8
ENSG00000273510	KIR2DL1	A0A0G2JQ06
ENSG00000273510	KIR2DL1	A0A0C4ZNX3
ENSG00000273510	KIR2DL1	A0A1W2PRZ1
ENSG00000273510	KIR2DL1	A0A0G2JQ05
ENSG00000273510	KIR2DL1	Q6H2H3
ENSG00000273510	KIR2DL1	A0A0G2JND8
ENSG00000273510	KIR2DL1	Q6H2H2
ENSG00000276501	KIR3DL1	A0A1W2PRK8
ENSG00000276501	KIR3DL1	A0A0G2JM22
ENSG00000276501	KIR3DL1	C4N360
ENSG00000276501	KIR3DL1	A0A1W2PPW5
ENSG00000276501	KIR3DL1	P43629
ENSG00000276501	KIR3DL1	A0A0G2JNM4
ENSG00000276501	KIR3DL1	A0A1W2PP93
ENSG00000276501	KIR3DL1	A0A0C4ZLQ8
ENSG00000276501	KIR3DL1	A0A1W2PS07
ENSG00000276501	KIR3DL1	A0A1W2PQC9
ENSG00000276501	KIR3DL1	A0A0G2JPH7
ENSG00000276501	KIR3DL1	A0A0G2JN48
ENSG00000276501	KIR3DL1	A0A0G2JMK7
ENSG00000276501	KIR3DL1	A0A1W2PQG9
ENSG00000276501	KIR3DL1	A0A0G2JNF3
ENSG00000276501	KIR3DL1	A0A0G2JPV6
ENSG00000276501	KIR3DL1	A0A0G2JP89
ENSG00000276501	KIR3DL1	A0A1W2PPM9
ENSG00000276501	KIR3DL1	W5QJC1
ENSG00000276501	KIR3DL1	Q6H2G1
ENSG00000276501	KIR3DL1	A0A0G2JNU1
ENSG00000276501	KIR3DL1	A0A0G2JPC2
ENSG00000276501	KIR3DL1	Q5UCE1
ENSG00000276501	KIR3DL1	A0A0G2JN47
ENSG00000276501	KIR3DL1	A0A0G2JLX2
ENSG00000276501	KIR3DL1	E0X074
ENSG00000276501	KIR3DL1	Q15702
ENSG00000276501	KIR3DL1	Q5UCD9
ENSG00000276501	KIR3DL1	A0A1W2PNX4
ENSG00000276501	KIR3DL1	A0A0G2JM66
ENSG00000276501	KIR3DL1	Q5UCD8
ENSG00000276501	KIR3DL1	Q8N152
ENSG00000276501	KIR3DL1	Q8NHK7
ENSG00000276501	KIR3DL1	Q6H2G3
ENSG00000276501	KIR3DL1	A0A0C4ZN31
ENSG00000276501	KIR3DL1	Q5UCE2
ENSG00000276534	KIR3DS1	O43469
ENSG00000275914	KIR2DL2	P43627
ENSG00000275914	KIR2DL2	A0A0C4ZN23
ENSG00000276044	KIR2DL4	A0A0C4ZNX8
ENSG00000276044	KIR2DL4	A0A0G2JNZ6
ENSG00000276044	KIR2DL4	A0A0G2JMV5
ENSG00000276044	KIR2DL4	A0A0G2JPS9
ENSG00000276044	KIR2DL4	A0A0G2JLM4
ENSG00000276044	KIR2DL4	A0A0G2JPN7
ENSG00000276044	KIR2DL4	A0A0G2JLM0
ENSG00000276044	KIR2DL4	A0A0G2JMF5
ENSG00000276044	KIR2DL4	A0A0G2JP28
ENSG00000276044	KIR2DL4	A0A0G2JMD1
ENSG00000276044	KIR2DL4	A0A0G2JNG7
ENSG00000276044	KIR2DL4	A0A0G2JNK6
ENSG00000276044	KIR2DL4	A0A376A929
ENSG00000276044	KIR2DL4	A0A0G2JPG6
ENSG00000276044	KIR2DL4	A0A0G2JPE3
ENSG00000276044	KIR2DL4	A0A0G2JNE8
ENSG00000276044	KIR2DL4	K7RE46
ENSG00000276044	KIR2DL4	Q8N736
ENSG00000276044	KIR2DL4	A0A376A8K3
ENSG00000276044	KIR2DL4	A0A0G2JNI1
ENSG00000276044	KIR2DL4	Q86U48
ENSG00000276044	KIR2DL4	A0A0B4J1S6
ENSG00000276044	KIR2DL4	A0A0G2JQ39
ENSG00000276044	KIR2DL4	E7EST5
ENSG00000276044	KIR2DL4	A0A0G2JQ13
ENSG00000276044	KIR2DL4	A0A0G2JN69
ENSG00000276044	KIR2DL4	K7QUT1
ENSG00000276044	KIR2DL4	A0A0G2JMQ9
ENSG00000276044	KIR2DL4	A0A0G2JLN0
ENSG00000278207	KIR2DL1	A0A0G2JQ35
ENSG00000278207	KIR2DL1	A0A0G2JPY8
ENSG00000278207	KIR2DL1	E7BWR8
ENSG00000278207	KIR2DL1	A0A0G2JQ06
ENSG00000278207	KIR2DL1	A0A0C4ZNX3
ENSG00000278207	KIR2DL1	A0A1W2PRZ1
ENSG00000278207	KIR2DL1	A0A0G2JQ05
ENSG00000278207	KIR2DL1	Q6H2H3
ENSG00000278207	KIR2DL1	A0A0G2JND8
ENSG00000278207	KIR2DL1	Q6H2H2
ENSG00000276329	KIR3DL1	A0A1W2PRK8
ENSG00000276329	KIR3DL1	A0A0G2JM22
ENSG00000276329	KIR3DL1	C4N360
ENSG00000276329	KIR3DL1	A0A1W2PPW5
ENSG00000276329	KIR3DL1	P43629
ENSG00000276329	KIR3DL1	A0A0G2JNM4
ENSG00000276329	KIR3DL1	A0A1W2PP93
ENSG00000276329	KIR3DL1	A0A0C4ZLQ8
ENSG00000276329	KIR3DL1	A0A1W2PS07
ENSG00000276329	KIR3DL1	A0A1W2PQC9
ENSG00000276329	KIR3DL1	A0A0G2JPH7
ENSG00000276329	KIR3DL1	A0A0G2JN48
ENSG00000276329	KIR3DL1	A0A0G2JMK7
ENSG00000276329	KIR3DL1	A0A1W2PQG9
ENSG00000276329	KIR3DL1	A0A0G2JNF3
ENSG00000276329	KIR3DL1	A0A0G2JPV6
ENSG00000276329	KIR3DL1	A0A0G2JP89
ENSG00000276329	KIR3DL1	A0A1W2PPM9
ENSG00000276329	KIR3DL1	W5QJC1
ENSG00000276329	KIR3DL1	Q6H2G1
ENSG00000276329	KIR3DL1	A0A0G2JNU1
ENSG00000276329	KIR3DL1	A0A0G2JPC2
ENSG00000276329	KIR3DL1	Q5UCE1
ENSG00000276329	KIR3DL1	A0A0G2JN47
ENSG00000276329	KIR3DL1	A0A0G2JLX2
ENSG00000276329	KIR3DL1	E0X074
ENSG00000276329	KIR3DL1	Q15702
ENSG00000276329	KIR3DL1	Q5UCD9
ENSG00000276329	KIR3DL1	A0A1W2PNX4
ENSG00000276329	KIR3DL1	A0A0G2JM66
ENSG00000276329	KIR3DL1	Q5UCD8
ENSG00000276329	KIR3DL1	Q8N152
ENSG00000276329	KIR3DL1	Q8NHK7
ENSG00000276329	KIR3DL1	Q6H2G3
ENSG00000276329	KIR3DL1	A0A0C4ZN31
ENSG00000276329	KIR3DL1	Q5UCE2
ENSG00000277251	KIR2DL2	Q8N742
ENSG00000276379	KIR3DL1	A0A0G2JQ40
ENSG00000275288	KIR3DL1	A0A1W2PRK8
ENSG00000275288	KIR3DL1	A0A0G2JM22
ENSG00000275288	KIR3DL1	C4N360
ENSG00000275288	KIR3DL1	A0A1W2PPW5
ENSG00000275288	KIR3DL1	P43629
ENSG00000275288	KIR3DL1	A0A0G2JNM4
ENSG00000275288	KIR3DL1	A0A1W2PP93
ENSG00000275288	KIR3DL1	A0A0C4ZLQ8
ENSG00000275288	KIR3DL1	A0A1W2PS07
ENSG00000275288	KIR3DL1	A0A1W2PQC9
ENSG00000275288	KIR3DL1	A0A0G2JPH7
ENSG00000275288	KIR3DL1	A0A0G2JN48
ENSG00000275288	KIR3DL1	A0A0G2JMK7
ENSG00000275288	KIR3DL1	A0A1W2PQG9
ENSG00000275288	KIR3DL1	A0A0G2JNF3
ENSG00000275288	KIR3DL1	A0A0G2JPV6
ENSG00000275288	KIR3DL1	A0A0G2JP89
ENSG00000275288	KIR3DL1	A0A1W2PPM9
ENSG00000275288	KIR3DL1	W5QJC1
ENSG00000275288	KIR3DL1	Q6H2G1
ENSG00000275288	KIR3DL1	A0A0G2JNU1
ENSG00000275288	KIR3DL1	A0A0G2JPC2
ENSG00000275288	KIR3DL1	Q5UCE1
ENSG00000275288	KIR3DL1	A0A0G2JN47
ENSG00000275288	KIR3DL1	A0A0G2JLX2
ENSG00000275288	KIR3DL1	E0X074
ENSG00000275288	KIR3DL1	Q15702
ENSG00000275288	KIR3DL1	Q5UCD9
ENSG00000275288	KIR3DL1	A0A1W2PNX4
ENSG00000275288	KIR3DL1	A0A0G2JM66
ENSG00000275288	KIR3DL1	Q5UCD8
ENSG00000275288	KIR3DL1	Q8N152
ENSG00000275288	KIR3DL1	Q8NHK7
ENSG00000275288	KIR3DL1	Q6H2G3
ENSG00000275288	KIR3DL1	A0A0C4ZN31
ENSG00000275288	KIR3DL1	Q5UCE2
ENSG00000278704		
ENSG00000277725	KIR2DL2	Q8N742
ENSG00000274722	KIR3DL2	A0A191URK3
ENSG00000274722	KIR3DL2	A0A0U5FLC8
ENSG00000274722	KIR3DL2	P43630
ENSG00000274722	KIR3DL2	A0A1W2PPV3
ENSG00000274722	KIR3DL2	A0A0G2JN45
ENSG00000274722	KIR3DL2	A0A0G2JMI1
ENSG00000274722	KIR3DL2	A0A0G2JM59
ENSG00000274722	KIR3DL2	A0A1W2PQJ3
ENSG00000274722	KIR3DL2	A0A0U5GHD6
ENSG00000274722	KIR3DL2	A0A0G2JPA6
ENSG00000274722	KIR3DL2	A0A0G2JP67
ENSG00000274722	KIR3DL2	Q8NHK6
ENSG00000274722	KIR3DL2	A0A0G2JMW7
ENSG00000274722	KIR3DL2	A0A0G2JLP2
ENSG00000274722	KIR3DL2	A0A1W2PP69
ENSG00000274722	KIR3DL2	A0A0G2JP59
ENSG00000274722	KIR3DL2	A0A0G2JPL0
ENSG00000274722	KIR3DL2	A0A0G2JLU7
ENSG00000274722	KIR3DL2	A0A0G2JMA3
ENSG00000274722	KIR3DL2	A0A0G2JNN5
ENSG00000274722	KIR3DL2	A0A0G2JLZ4
ENSG00000274722	KIR3DL2	A0A0G2JLM7
ENSG00000274722	KIR3DL2	A0A120N617
ENSG00000274722	KIR3DL2	K7R1T8
ENSG00000274722	KIR3DL2	A0A0G2JP93
ENSG00000274722	KIR3DL2	A0A0G2JNA1
ENSG00000274722	KIR3DL2	A0A0U1WNF3
ENSG00000274722	KIR3DL2	A0A0G2JPQ5
ENSG00000274722	KIR3DL2	Q9BQU0
ENSG00000274722	KIR3DL2	A0A0G2JM36
ENSG00000274722	KIR3DL2	Q6H2F6
ENSG00000274722	KIR3DL2	A0A0U1WNF5
ENSG00000274722	KIR3DL2	A0A0G2JLX7
ENSG00000274722	KIR3DL2	A0A0G2JMS0
ENSG00000277484	KIR2DL3	A0A0G2JPP8
ENSG00000277484	KIR2DL3	P43628
ENSG00000277484	KIR2DL3	E3NZD8
ENSG00000277484	KIR2DL3	A0A191URJ0
ENSG00000277484	KIR2DL3	A0A0G2JNW9
ENSG00000277484	KIR2DL3	A0A0C4ZLV8
ENSG00000276328	KIR3DL3	A0A0B4J1R5
ENSG00000276328	KIR3DL3	Q8N743
ENSG00000276328	KIR3DL3	A0A0G2JNR7
ENSG00000276328	KIR3DL3	A0A7D4XVW4
ENSG00000276328	KIR3DL3	A0A0G2JM20
ENSG00000276328	KIR3DL3	A0A0G2JPI1
ENSG00000276328	KIR3DL3	A0A0G2JQ37
ENSG00000276328	KIR3DL3	A0A0G2JLS9
ENSG00000276328	KIR3DL3	A0A0G2JNJ1
ENSG00000276328	KIR3DL3	A0A0C4ZQX3
ENSG00000276328	KIR3DL3	A0A0G2JNI5
ENSG00000276328	KIR3DL3	A0A0G2JLZ2
ENSG00000276328	KIR3DL3	A0A0G2JN57
ENSG00000276328	KIR3DL3	A0A0G2JPB3
ENSG00000276328	KIR3DL3	A0A191URH1
ENSG00000276328	KIR3DL3	A0A0C4ZR07
ENSG00000276328	KIR3DL3	A0A0C4ZN08
ENSG00000276328	KIR3DL3	A0A0C4ZNX4
ENSG00000276328	KIR3DL3	A0A0G2JMQ2
ENSG00000276328	KIR3DL3	A0A191URG8
ENSG00000276328	KIR3DL3	A0A0G2JM09
ENSG00000275848	KIR2DL4	A0A0C4ZNX8
ENSG00000275848	KIR2DL4	A0A0G2JNZ6
ENSG00000275848	KIR2DL4	A0A0G2JMV5
ENSG00000275848	KIR2DL4	A0A0G2JPS9
ENSG00000275848	KIR2DL4	A0A0G2JLM4
ENSG00000275848	KIR2DL4	A0A0G2JPN7
ENSG00000275848	KIR2DL4	A0A0G2JLM0
ENSG00000275848	KIR2DL4	A0A0G2JMF5
ENSG00000275848	KIR2DL4	A0A0G2JP28
ENSG00000275848	KIR2DL4	A0A0G2JMD1
ENSG00000275848	KIR2DL4	A0A0G2JNG7
ENSG00000275848	KIR2DL4	A0A0G2JNK6
ENSG00000275848	KIR2DL4	A0A376A929
ENSG00000275848	KIR2DL4	A0A0G2JPG6
ENSG00000275848	KIR2DL4	A0A0G2JPE3
ENSG00000275848	KIR2DL4	A0A0G2JNE8
ENSG00000275848	KIR2DL4	K7RE46
ENSG00000275848	KIR2DL4	Q8N736
ENSG00000275848	KIR2DL4	A0A376A8K3
ENSG00000275848	KIR2DL4	A0A0G2JNI1
ENSG00000275848	KIR2DL4	Q86U48
ENSG00000275848	KIR2DL4	A0A0B4J1S6
ENSG00000275848	KIR2DL4	A0A0G2JQ39
ENSG00000275848	KIR2DL4	E7EST5
ENSG00000275848	KIR2DL4	A0A0G2JQ13
ENSG00000275848	KIR2DL4	A0A0G2JN69
ENSG00000275848	KIR2DL4	K7QUT1
ENSG00000275848	KIR2DL4	A0A0G2JMQ9
ENSG00000275848	KIR2DL4	A0A0G2JLN0
ENSG00000277650	KIR2DS5	A0A7D4Y677
ENSG00000273526	KIR2DS4	A0A0G2JNE3
ENSG00000273661	KIR2DL2	Q8N742
ENSG00000275433	KIR3DL3	A0A0B4J1R5
ENSG00000275433	KIR3DL3	Q8N743
ENSG00000275433	KIR3DL3	A0A0G2JNR7
ENSG00000275433	KIR3DL3	A0A7D4XVW4
ENSG00000275433	KIR3DL3	A0A0G2JM20
